,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
3754,and you democrats put your loyalty towards pelosi before thinking of the people you represent,3,0.0,0.0,,
3755,bob chase youre,3,0.0,0.0,,
3756,what a whinny governor  awwww did mr trump hurt your feelings  grow a pair  go fuck yourselves,3,0.0,0.0,,
3757,i dont know and i dont care behind you 100  gov the dems want to take away my freedom  live free or die your a great guy gov for sure ,3,2.2857000000000003,2.0,53.33,
3758,wow have sunk so low for shame rep spillane ,3,0.0,0.0,,
3759,what a pos vote blue,3,0.0,0.9737,100.0,1.0
3760,you can tell a dem ad  they have nothing to offer and whine about trump any way they can ,3,0.0,0.0,,
3761,i could not disagree more,3,0.0,0.0,,
3762,trump  sununu 2020 sununu rocks  we will reelect him,3,1.0,0.0,100.0,0.0
3763,blue tsunami 2020 keith gallant lol thats funny,3,0.0,0.0,,
3764,high school kids as well  look at windham pat farrell sadly not surprising ,3,0.0,0.0,,
3765,cheryl lawrence fauteux agree lois york absolutely ,3,0.0,0.0,,
3766,lol this propaganda is hilarious,3,0.0,0.0,,
3767,tim houle whos you clowns you do realize that people like him because hes a trump guy right this wont sway anybody ,3,0.0,1.0,100.0,1.0
3768,charles watson my hours were reduced and i didnt recieve assistance once again stop trying to make blanket statements of people trying to exploit the system are there people that are exploiting the system yes are there people who genuinely need help yes should they be better about determining who should get assistance yes should the people who exploit the system be charged accordingly yes but stop with the painting of everyone as a villain to justify your lack of empathy or compassion donald gilbert ok i worked and i didnt get those bonuses and stimulus check whats your point what about those that didnt lose their job and didnt get the extra 600 a week but had less hours than usual stop trying to pretend every person who came up short on their rent is playing the system,3,0.7273000000000001,0.0,100.0,0.0
3769, diana barry its heil hitler which tells me you have no fin idea what you are talking about also soros is antifas daddy which are true nazis and they arent right wing anything if you have eyes in your head youd see they use the same tactics as nazis intimidation silencing speech they dont agree with and censorship your backwards ass logic wont make it different then what it really is stop talking when you havent researched one thing all you do is repeat some lie you heard so gullible and dumb sandy mclaughlin except it didnt spread  so theres that and yes there was a rally here der molli mckeen for what exactly  margaret spires they cant its too hard watching cnn and getting brainwashed and dumb down to lies is easy  jim burnham really cause if you had a conscience or integrity you would never vote for a baby killing democrat again baby murders and baby rapist sick fu s marci lynn morons laughed at your comment about wanting to end child sex trafficking so that tells you what kind of evil human beings they truly are disgusting joann tate burns wtf does that even mean  tom anderson not quite hes trolling everyone on the page  im sure he doesnt need another man sticking up for him against a woman though tough guy boy did you tell me though lmao  joel asadoorian imagine believing that bs he just said fin wow joe weeks you are seriously brain dead now i know for sure  ellen mcdowell ruggles you have shyt in yours joe weeks unfortunately for you snowflakes thats not whats going on in the real world only the world of cnn  propaganda trump signs everywhere in nh are you gonna cry or leave  steven guyotte the first word always starts with a capital letter mmmkkkk its dude but nice try there facebook university dropout nicholas metcalf thats all they do project  leanne daniels and youre most often not very bright even cnn reported this onennhttpswwwcnncom20200625politicsnewjerseyattorneygeneralannouncesvotingfraudchargesindexhtml jason esh then i guess that makes all of you pedo  child rapist retard joe weeks are you a pedo cause you look like one we know most of yall vote dem   ok  the other joe pedo ,3,5.35,0.0,100.0,0.0
3770,his wife is huge into education so you think he would do more for iti dont feel like he is like trump at all,3,0.0,0.0,,
3771,susan covert weve worked so hard in nh i thinkto keep the spread low thismotorcycle weekthese things make me so angry,3,0.0,0.0,,
3772, damn are we still on this well thats fine not what i read on wmurs website but if you want resort to name calling i really dont expect much less  dawn hodakoski trombly  okaybecause had we closed earlier than maybe there would have been less cases jesus dude seriously are you a broken record can you come up with something better than stay home i gotta go to bed to be up at 4am to work you know outside of my home im so afraid to leave i aint got time for someone who cant compile a decent argument good night  dawn hodakoski trombly  im sorry im confused where did i say i was being forced to go out or scared thats righti didnt  carol knowlton donovan  what exactly did he do besides take forever to finally shut down businesses while a ton of other places already have he allowed other more severely infected states to cross our border and than he allows restaurants to open with 100 capacity yeah hes so fantastic he thinks its a joke ,3,1.0,0.0,100.0,0.0
